ticker,history_dev
HVH,"  2010: Công ty được thành lập với tên Công ty Cổ phần Dịch vụ kỹ thuật và giải pháp công nghệ Hưng Phát Ngày 21/03/2011: Đổi tên thành Công ty Cổ phần Đầu tư và Công nghệ HVC 9/2014: Tăng vốn lên 12 tỷ đồng 2/2016: Tăng vốn lên 20 tỷ đồng; 12/2016: Tăng vốn lên 108 tỷ đồng; 5/2017: Tăng vốn lên 133.9 tỷ đồng; 9/2017: Trở thành công ty đại chúng, với vốn điều lệ là 200 tỷ đồng; Ngày 30/11/2018: Chính thức giao dịch trên sàn HOSE; Ngày 04/09/2020: Tăng vốn điều lệ lên 219,49 tỷ đồng; Ngày 16/08/2023: Tăng vốn điều lệ lên 406,44 tỷ đồng;   "
HUB,"  Tháng 05/1975: Tiền thân là Đội Xây dựng được thành lập; Năm 1976: Đổi tên thành Công ty Xây lắp Bình trị Thiên; Năm 1989: Đổi tên thành Công ty Xây lắp Thừa Thiên Huế; Ngày 16/12/1992: Công ty Xây lắp Thừa Thiên Huế được thành lập lại theo Quyết định số 875/QĐ-UBND của UBND tỉnh Thừa Thiên Huế; Ngày 23/12/2010: UBND tỉnh Thừa Thiên Huế ban hành Quyết định số 2660/QĐ-UBND về việc chuyển đổi Công ty Xây lắp Thừa Thiên Huế thành Công ty Cổ phần Xây lắp Thừa Thiên Huế; Ngày 05/01/2011: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 126 tỷ đồng; Năm 2015: Tăng vốn điều lệ lên 138,6 tỷ đồng; Năm 2016: Tăng vốn điều lệ lên 152,46 tỷ đồng; Ngày 18/12/2018: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 26/02/2019: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 10/12/2020: Tăng vốn điều lệ lên 190,57 tỷ đồng; Ngày 18/11/2022: Tăng vốn điều lệ lên 228,68 tỷ đồng; Ngày 05/09/2023: Tăng vốn điều lệ lên 262,98 tỷ đồng;   "
HU1,  Tháng 10/1989: Tiền thân của công ty là Xí nghiệp Xây dựng số 1 được thành lập trực thuộc Công ty Phát triển Nhà và Đô thị. Ngày 26/06/2000: Thành lập Công ty Xây lắp và Phát triển Nhà số 1. Ngày 03/12/2003: Chuyển thành Công ty Cổ phần Đầu tư và Xây dựng HUD1. Ngày 02/01/2004: Công ty Cổ phần Đầu tư và Xây dựng HUD1 chính thức đi vào hoạt động với vốn điều lệ 15 tỷ đồng. Tháng 04/2007: Tăng vốn điều lệ lên 25 tỷ đồng. Tháng 12/2008: Tăng vốn điều lệ lên 50 tỷ đồng. Ngày 25/05/2010: Cổ phiếu của công ty được niêm yết và giao dịch trên sàn UPCoM. Ngày 05/10/2011: Ngày giao dịch cuối cùng của cổ phiếu HU1 trên sàn UPCoM. Ngày 06/10/2011: Hủy đăng ký giao dịch để chuyển sang niêm yết trên sàn HOSE. Ngày 03/11/2011: Cổ phiếu của Công ty được niêm yết và giao dịch trên sàn HOSE.   
HTV,"  Năm 1994: Công ty cổ phần Vận Tải Hà Tiên, tiền thân là Xí nghiệp vận tải, trực thuộc Công ty cổ phần Xi măng Hà Tiên 1; 21/1/2000: Xí nghiệp vận tải chuyển sang hoạt động dưới hình thức công ty cổ phần với vốn điều lệ ban đầu là 48 tỷ đồng, và đổi tên thành Công ty Cổ phần Vận tải Hà Tiên; Ngày 07/12/2005: Chính thức niêm yết trên sàn HOSE; Ngày 15/04/2009: Tăng vốn điều lệ lên 100,8 tỷ đồng; Ngày 01/12/2015: Tăng vốn điều lệ lên 131,04 tỷ đồng; Ngày 01/07/2020: Đổi tên thành Công ty Cổ phần Logistics Vicem;   "
HTN,  Năm 2007: Công ty TNHH Thiết kế - Xây dựng Hưng Thịnh được thành lập; Năm 2010: Chuyển đổi thành Công ty Cổ phần Thiết kế - Xây dựng Hưng Thịnh với vốn điều lệ 5 tỷ đồng và khởi công xây dựng dự án Khu dân cư cao tầng đầu tiên – Chung cư Thien Nam Apartment; Tháng 09/2012: Tăng vốn điều lệ lên 100 tỷ đồng; Năm 2013: Làm Tổng thầu xây dựng dự án Chung cư cao cấp đầu tiên – Căn hộ 91 Phạm Văn Hai; Năm 2016: Đổi tên thành Công ty Cổ phần Hưng Thịnh Construction và tăng vốn điều lệ lên 200 tỷ đồng; Tháng 05/2017: Đổi tên thành Công Ty Cổ Phần Hưng Thịnh Incons; Tháng 08/2017: Tăng vốn điều lệ lên 250 tỷ đồng; Ngày 07/06/2018: Trở thành công ty đại chúng theo công văn số 3600/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 24/10/2018: Niêm yết trên ở Giao dịch Chứng khoán TP.HCM (HOSE); Ngày 12/11/2018: Giao dịch trên ở Giao dịch Chứng khoán TP.HCM (HOSE); Ngày 02/01/2019: Tăng vốn điều lệ lên 287.499.240.000 đồng; Ngày 13/11/2019: Tăng vốn điều lệ lên 330.622.210.000 đồng; Ngày 12/04/2021: Tăng vốn điều lệ lên 495.092.010.000 đồng; Ngày 22/12/2021: Tăng vốn điều lệ lên 891.164.110.000 đồng;   
HTL,"  Ngày 16/02/1998: Công ty Cổ phần Kỹ thuật và Ô tô Trường Long (HTL), tiền thân là Công ty TNHH Dịch vụ Trường Long, được thành lập. Tháng 02/2007: Công ty chính thức trở thành công ty cổ phần. Năm 2007: Tăng vốn điều lệ lên 36 tỷ đồng. Năm 2008: Tăng vốn điều lệ lên 43,2 tỷ đồng. Năm 2009: Tăng vốn điều lệ lên 80 tỷ đồng. Ngày 22/10/2010: Cổ phiếu của công ty chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Tháng 01/2011: Tăng vốn điều lệ lên 120 tỷ đồng.   "
HTI,"  Ngày 08/09/2000: Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO, tiền thân là Công ty TNHH BOT An Sương - An Lạc, được thành lập Ngày 19/09/2007: Công ty TNHH BOT An Sương - An Lạc chuyển sang hoạt động theo mô hình công ty cổ phần, đổi tên thành Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO. Ngày 20/12/2010: Cổ phiếu của Công ty được niêm yết và giao dịch trên sở Giao dịch Chứng khoán Hồ Chí Minh (HOSE).   "
HTG,"  Năm 1962: Nhà máy Dệt Hòa Thọ được thành lập; Năm 1993: Đổi tên thành Công ty Dệt Hòa Thọ theo Quyết định số 241/TCLĐ  ngày 24/03/1993 của Bộ Công nghiệp Nhẹ; Năm 1997: Đổi tên thành Công ty Dệt may Hòa Thọ theo Quyết định số 433/QĐ-TCLĐ của Tổng Công ty Dệt May Việt Nam; Năm 2005: Chuyển đổi thành Công ty TNHH Nhà nước MTV Dệt May Hoà Thọ theo Quyết định số 200/2005/QĐ-TTg ngày 08/08/2005 của Thủ tướng Chính phủ; Ngày 15/11/2006: Bộ Công nghiệp ban hành Quyết định số 3252/QĐ-BCN về việc chuyển đổi Công ty TNHH Nhà nước MTV Dệt May Hoà Thọ thành Tổng Công ty Cổ phần Dệt May Hoà Thọ; Ngày 15/12/2006: Đấu giá cổ phần lần đầu ra công chúng (IPO) với 900.000 cổ phần được chào bán và mức giá đầu thành công bình quân là 12.249 đồng/cổ phần; Ngày 01/02/2007: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 45 tỷ đồng theo Giấy chứng nhận đăng ký doanh nghiệp số 3203001300 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Thành phố Đà Nẵng; Ngày 02/07/2007: Trở thành công ty đại chúng; Tháng 12/2008: Tăng vốn điều lệ lên 62 tỷ đồng; Tháng 10/2009: Tăng vốn điều lệ lên 96,5 tỷ đồng; Tháng 12/2011: Tăng vốn điều lệ lên 150 tỷ đồng; Tháng 06/2015: Tăng vốn điều lệ lên 157,5 tỷ đồng; Tháng 06/2016: Tăng vốn điều lệ lên lên 165.375.000.000 đồng; Tháng 02/2017: Tăng vốn điều lệ lên lên 225 tỷ đồng; Ngày 14/06/2017: Giao dịch trên thị trường UPCOM; Ngày 04/10/2021: Tăng vốn điều lệ lên 236.250.000.000 VNĐ; Ngày 28/06/2022: Tăng vốn điều lệ lên 300 tỷ đồng; Ngày 31/10/2023: Hủy đăng ký giao dịch trên sàn UPCoM; Ngày 09/11/2023: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   "
HT1,"  Năm 1960: Tiền thân là Nhà máy Xi măng Hà Tiên được khởi công xây dựng; Ngày 21/03/1964: Nhà máy Xi măng Hà Tiên đi vào hoạt động; Năm 1993: Tách thành Nhà máy Xi măng Hà Tiên 2 (Cơ sở sản xuất tại Kiên Lương) và Nhà máy Xi măng Hà Tiên 1 (cơ sở sản xuất tại Thủ Đức - thành phố Hồ Chí Minh); Năm 1994: Nhà máy Xi măng Hà Tiên 1 đổi tên thành Công ty Xi măng Hà Tiên 1; Ngày 18/01/2007: Chính thức hoạt động theo mô hình cổ phần với vốn điều lệ là 870 tỷ đồng; Ngày 13/11/2007: Cổ phiếu của công ty chính thức được giao dịch trên sàn HOSE; Ngày 20/12/2013: Công ty phát hành thêm cổ phiếu, tăng vốn điều lệ lên 1.200 tỷ đồng; Năm 2014: Tăng vốn điều lệ lên 3.180 tỷ đồng; Ngày 06/05/2022: Đổi tên Công ty Cổ phần Xi măng VICEM Hà Tiên; Ngày 12/12/2022: Tăng vốn điều lệ lên 3.815 tỷ đồng;   "
HSL,"  Ngày 06/01/2015: Công ty Cổ phần chế biến Nông sản Hồng Hà Sơn La được thành lập với vồn điều lệ ban đầu là 4.5 tỷ đồng theo Giấy chứng nhận đăng ký doanh nghiệp số 5500512492 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Tỉnh Sơn La; Ngày 30/06/2015: Tăng vốn điều lệ lên 12 tỷ đồng; Ngày 14/01/2016: Tăng vốn điều lệ lên 84 tỷ đồng; Ngày 01/11/2016: Tăng vốn điều lệ lên 126 tỷ đồng; Ngày 26/04/2018: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 10/05/2018: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 12/11/2018: Tăng vốn điều lệ lên 157,49 tỷ đồng; Ngày 25/06/2020: Đổi tên thành Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà; Ngày 07/12/2020: Tăng vốn điều lệ lên 171,67 tỷ đồng; Ngày 07/04/2022: Tăng vốn điều lệ lên 321,67 tỷ đồng; Ngày 13/09/2022: Tăng vốn điều lệ lên 353,85 tỷ đồng; Ngày 13/09/2024: Tăng vốn điều lệ lên 382,67 tỷ đồng;   "
HSG,"  Ngày 08/08/2001: Tiền thân là Công ty Cổ phần Hoa Sen được thành lập với vốn điều lệ ban đầu là 30 tỷ đồng; Tháng 11/2006: Thành lập Công ty Cổ phần Tôn Hoa Sen với vốn điều lệ 320 tỷ đồng. Tháng 12/2007:  Đổi tên thành Công ty Cổ phần Tập đoàn Hoa Sen và tiến hành nhận sáp nhập các công ty con là Công ty Cổ phần Tôn Hoa Sen, Công ty Cổ phần Vật liệu Xây dựng Hoa Sen, Công ty Cổ phần Cơ khí và Xây dựng Hoa Sen; Ngày 08/11/2008: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 05/12/2008: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2009: Tăng vốn điều lệ lên 1.008 tỷ đồng; Năm 2011: Công ty khánh thành giai đoạn 1 Dự án nhà máy Tôn Hoa Sen Phú Mỹ, thành lập thêm 13 chi nhánh phân phối bán lẻ nâng tổng số chi nhánh lên con số 106; Năm 2012: Công ty có doanh thu xuất khẩu đạt 180 triệu USD, trở thành một trong những doanh nghiệp xuất khẩu tôn mạ vàng hàng đầu Đông Nam Á; Ngày 20/04/2017: Tăng vốn điều lệ lên 2.000 tỷ đồng; Ngày 26/06/2017: Tăng vốn điều lệ lên 3.499.966.830.000 đồng; Ngày 09/07/2018: Tăng vốn điều lệ lên 3.849.903.280.000 đồng; Ngày 15/05/2019: Tăng vốn điều lệ lên 4.234.694.890.000 đồng; Ngày 29/05/2020: Tăng vốn điều lệ lên 4,446,252,130,000 đồng; Ngày 27/07/2021: Tăng vốn điều lệ lên 4.890.818.960.000 đồng; Ngày 28/10/2021: Tăng vốn điều lệ lên 4.934.818.960.000 đồng; Ngày 17/08/2022: Tăng vốn điều lệ lên 4.983.826.960.000 đồng; Ngày 16/11/2022: Tăng vốn điều lệ lên 5.980.549.860.000 đồng; Ngày 02/10/2023: Tăng vốn điều lệ lên 6.159.823.090.000 đồng; Ngày 21/11/2024: Tăng vốn điều lệ lên 6.209.823.090.000 đồng;   "
HRC,"  Ngày 20/11/1981: Tiền thân của công ty là Nông trường cao su Hoà Bình được thành lập trực thuộc của Công ty Cao su Đồng Nai theo Quyết định số 933/QĐ-UBT của UBND Tỉnh Đồng Nai; Năm 1994: Chuyển giao về trực thuộc Công ty Cao su Bà Rịa; Ngày 15/03/1997: Chuyển đổi thành Nhà máy chế biến Cao su Hoà Bình là một bộ phận của Xí Nghiệp chế biến, trực thuộc Công ty Cao su Bà Rịa; Năm 2004: Chuyển đổi thành Công ty cổ phần Cao su Hòa Bình; Ngày 26/12/2006: Niêm yết trên Trung tâm Giao dịch Chứng khoán Thành phố Hồ Chí Minh (Nay là Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh); Năm 2007: Tăng vốn điều lệ lên 172.609.760.000 đồng; Năm 2015: Tăng vốn điều lệ lên 241.653.660.000 đồng; Năm 2016: Tăng vốn điều lệ lên 302.066.220.000 đồng;     "
HQC,"  Ngày 22/08/2000: Công ty TNHH Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân được thành lập; Tháng 03/2007: Chuyển đổi thành Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân với vốn điều lệ ban đầu là 70 tỷ đồng; Ngày 02/08/2007: Tăng vốn điều lệ lên 150 tỷ đồng; Ngày 25/12/2009: Tăng vốn điều lệ lên 400 tỷ đồng; Năm 2010: Niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Tháng 07/2012: Tăng vốn điều lệ lên 600 tỷ đồng; Tháng 07/2013: Tăng vốn điều lệ lên 900 tỷ đồng; Tháng 06/2014: Tăng vốn điều lệ lên 1,700 tỷ đồng; Tháng 03/2015: Tăng vốn điều lệ lên 2.090 tỷ đồng; Ngày 30/06/2017: Tăng vốn điều lệ lên 4.766 tỷ đồng; Ngày 11/03/2024: Tăng vốn điều lệ lên 5.776 tỷ đồng;   "
HPX,  Ngày 15/12/2003: Tiền thân là Công ty Cổ phần Xây dựng - Du lịch Hải Phát được thành lập với vốn điều lệ là 8 tỷ đồng; Năm 2007: Tăng vốn điều lệ lên 15 tỷ đồng; Năm 2008: Đổi tên thành Công ty Cổ phần Đầu tư Hải Phát và tăng vốn điều lệ lên 300 tỷ đồng; Năm 2011: Tăng vốn điều lệ lên 750 tỷ đồng; Ngày 24/11/2017: Tăng vốn điều lệ lên 1.200 tỷ đồng; Ngày 29/12/2017: Tăng vốn điều lệ lên 1.500 tỷ đồng; Ngày 24/07/2018: Chính thức niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 23/11/2018: Tăng vốn điều lệ lên 1.724.999.850.000 đồng; Ngày 11/01/2019: Tăng vốn điều lệ lên 1.999.963.050.000 đồng; Ngày 20/04/2020: Tăng vốn điều lệ lên 2.299.955.060.000 đồng; Ngày 20/10/2020: Tăng vốn điều lệ lên 2.644.945.820.000 đồng; Ngày 23/09/2021: Tăng vốn điều lệ lên 3.041.685.810.000 đồng;   
HPG,"  Năm 2000: Công ty TNHH Sắt thép Hòa Phát được thành lập với số vốn là 20 tỷ đồng; Ngày 26/10/2001: Chuyển đổi thành Công ty Cổ Phần Thép Hòa Phát với số vốn là 90 tỷ đồng; Ngày 21/06/2002: Nhà máy Cán thép được xây dựng và đi vào hoạt động với công suất 300.000 tấn/năm; Đầu năm 2007: Công ty Cổ Phần Thép Hòa Phát thực hiện mua lại 06 doanh nghiệp độc lập mang thương hiệu Hòa Phát khác là Công ty TNHH Thiết bị phụ tùng Hòa Phát, Công ty Cổ phần Nội thất Hòa Phát, Công ty TNHH Ống thép Hòa Phát, Công ty TNHH Điện lạnh Hòa Phát, Công ty Cổ Phần Xây dựng và Phát triển đô thị Hòa Phát, Công ty TNHH Thương mại Hòa Phát; Ngày 09/01/2007: Đổi tên thành Công ty Cổ Phần Tập đoàn Hòa Phát; Ngày 15/11/2007: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 25/02/2015: Tăng vốn điều lệ lên 4.886 tỷ đồng; Ngày 26/04/2017: Tăng vốn điều lệ lên 12.642.554.170.000 đồng; Ngày 10/07/2018: Tăng vốn điều lệ lên 21.239.071.660.000 đồng; Ngày 04/07/2019: Tăng vốn điều lệ lên 27.610.741.150.000 đồng; Ngày 01/09/2020: Tăng vốn điều lệ lên 33.132.826.590.000 đồng; Ngày 30/06/2021: Tăng vốn điều lệ lên 44.729.227.060.000 đồng; Ngày 27/07/2022: Tăng vốn điều lệ lên 58.147.857.000.000 đồng; Ngày 28/06/2024: Tăng vốn điều lệ lên 63.962.502.000.000 đồng;   "
HNA,"  Ngày 16/05/2007: Công ty Cổ phần Thủy điện Hủa Na được thành lập với số vồn điều lệ ban đầu 1.200 tỷ đồng; Ngày 28/05/2009: Tăng vốn điều lệ lên 1.800 tỷ đồng; Ngày 29/03/2012: Tăng vốn điều lệ lên 2.010 tỷ đồng; Ngày 25/05/2015: Tăng vốn điều lệ lên 2.310 tỷ đồng; Ngày 29/12/2016: Giảm vốn điều lệ lên 2.256 tỷ đồng; Ngày 01/02/2013: Tổ máy số 1 của Nhà máy Thuỷ điện Hủa Na vận hành phát điện hòa vào mạng lưới điện quốc gia; Ngày 27/03/2013: Tổ máy số 2 của Nhà máy Thuỷ điện Hủa Na vận hành phát điện hòa vào mạng lưới điện quốc gia; Ngày 30/09/2013: Trở thành công ty đại chúng; Ngày 05/10/2017: Giao dịch trên thị trường UPCOM; Ngày 30/06/2020: Tăng vốn điều lệ xuống thành 2.352,3 triệu đồng. Ngày 28/12/2023: Huỷ đăng ký giao dịch trên thị trường UPCOM. Ngày 01/12/2023: Niêm yết trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 12/01/2024: Chính thức giao dịch trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE);   "
HMC,"  1975: Công ty Kim Khí Thành Phố Hồ Chí Minh tiền thân là Tổ chức quản lý Cung Ứng Vật Tư Kỹ thuật Miền Nam thuộc Bộ Vật tư được thành lập. 1993: Công ty Kim Khí Thành Phố Hồ Chí Minh được chuyển đổi thành doanh nghiệp nhà nước trực thuộc Tổng Công ty Kim Khí - Bộ Thương Mại. 1994: Công ty Kim Khí Thành Phố Hồ Chí Minh được chuyển về trực thuộc Tổng Công ty Thép Việt Nam. Tháng 09/2005: Công ty thực hiện cổ phần hóa với vốn đăng ký kinh doanh là 158 tỷ đồng. Ngày 28/11/2006: Công ty chính thức niêm yết trên sàn HOSE. Ngày 13/01/2017: Công ty cổ phần Kim Khí TP.HCM đổi tên thành Công ty cổ phần Kim Khí TP.HCM - VNSTEEL; Ngày 22/08/2022: Tăng vốn điều lệ lên 272,9 tỷ đồng;   "
HII,"  Ngày 01/10/2009: Công ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái được thành lập với vốn điều lệ ban đầu là 40 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 5200466372 cấp lần đầu bởi Sở Kế hoạch và Đầu tư tỉnh Lào Cai; Ngày 13/08/2010: Tăng vốn điều lệ lên 80 tỷ đồng; Ngày 25/04/2011: Tăng vốn điều lệ lên 86 tỷ đồng; Ngày 18/10/2016: Tăng vốn điều lệ lên 136 tỷ đồng; Ngày 08/03/2017: Trở thành công ty đại chúng; Ngày 14/06/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 22/06/2017: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 13/06/2018: Tăng vốn điều lệ lên 278,5 tỷ đồng; Ngày 28/09/2018: Đổi tên thành Công ty Cổ phần An Tiến Industries; Ngày 30/10/2020: Tăng vốn điều lệ lên 320,27 tỷ đồng. Ngày 19/08/2021: Tăng vốn điều lệ lên 368,31 tỷ đồng; Ngày 04/05/2022: Tăng vốn điều lệ lên 736,63 tỷ đồng;   "
HID,"  Ngày 02/07/2001: Công ty TNHH Nước và Môi trường Đường Thành được thành lập; Tháng 07/2004: Đổi tên thành Công ty TNHH Phát triển Hạ tầng Thăng Long (Infra-TL); Ngày 02/07/2007: Chuyển đổi thành Công ty Cổ phần Phát triển hạ tầng Thăng Long (Infra-Thanglong) với vốn điều lệ là 7 tỷ đ̀ồng; Ngày 07/10/2013: Đổi tên thành Công ty Cổ phần Đầu Tư và Tư vấn Hà Long (HALCOM) và tăng vốn điều lệ lên 35 tỷ đồng; Năm 2014: Tăng vốn điều lệ lên 60 tỷ đồng; Năm 2015: Tăng vốn điều lệ lên 300 tỷ đồng; Ngày 22/06/2016: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 11/07/2016: Chính thức được giao dịch Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 18/11/2016: Tăng vốn điều lệ lên 316,06 tỷ đồng; Ngày 23/04/2018: Tăng vốn điều lệ lên 325,54 tỷ đồng; Ngày 22/10/2018: Tăng vốn điều lệ lên 570,54 tỷ đồng; Ngày 02/08/2019: Tăng vốn điều lệ lên 587,65 tỷ đồng; Ngày 28/07/2022: Tăng vốn điều lệ lên 767,65 tỷ đồng;   "
HHV,"  1974: Công ty Cổ phần Quản lý và Khai thác Hầm đường bộ Hải Vân, tiền thân là Xưởng Thống Nhất, được thành lập; 1975: Đổi tên thành Xí nghiệp Đại tu Ô tô Thống Nhất; 1992: Đổi tên thành Xí nghiệp Cơ khí và Xây dựng giao thông 5; 1995: Đổi tên thành Công ty Cơ khí – Xây dựng công trình 5; 2005: Đổi tên thành Công ty Quản lý và Khai thác hầm đường bộ Hải Vân; 2009: Đổi tên thành Công ty TNHH MTV Quản lý và Khai thác hầm đường bộ Hải Vân; 2013: Cổ phần hóa với vốn điều lệ ban đầu là 31,6 tỷ đồng; Ngày 18/12/2015: Giao dịch trên thị trường UPCOM; Ngày 30/07/2019: Đổi tên thành Công ty Cổ phần Đầu tư Hạ tầng giao thông Đèo Cả; Ngày 09/09/2020: Giảm vốn điều lệ xuống thành 2.673,84 tỷ đồng. Ngày 25/05/2021: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh; Ngày 07/01/2022: Huỷ đăng ký giao dịch tại thị trường UPCoM. Ngày 20/01/2022: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh; Ngày 20/12/2022: Tăng vốn điều lệ lên 3.078,04 tỷ đồng; Ngày 05/07/2023: Tăng vốn điều lệ lên 3.293,5 tỷ đồng; Ngày 02/02/2024: Tăng vốn điều lệ lên 4.116,8 tỷ đồng;   "
HHS,"  10/05/2008: Công ty Cổ phần đầu tư dịch vụ Hoàng Huy bắt đầu hoạt động, vốn điều lệ 90 tỷ đồng 15/02/2012: Chính thức niêm yết cổ phiếu trên Sở giao dịch Thành phố Hồ Chí Minh (HOSE). Tháng 5, 2012: Tăng vốn điều lệ lên 150 tỷ đồng. Tháng 8, 2012: Tăng vốn điều lệ lên 225 tỷ đồng Tháng 6, 2013: Tăng vốn điều lệ lên 382,5 tỷ đồng. Tháng 10, 2014: Tăng vốn điều lệ lên 573,6 tỷ đồng; Tháng 3, 2015: Tăng vốn điều lệ lên 1.109 tỷ đồng; Tháng 11, 2015: Tăng vốn điều lệ lên 2.330 tỷ đồng; Năm 2016: Tăng vốn điều lệ lên 2.747 tỷ đồng; Ngày 18/01/2022: Tăng vốn điều lệ lên 3.124 tỷ đồng; Ngày 18/07/2023: Tăng vốn điều lệ lên 3.471,6 tỷ đồng;   "
HHP,"  Năm 2007: Khởi công xây dựng Nhà máy Sản xuất Giấy Đức Dương với công suất 15.000 tấn giấy Kraft/năm; Năm 2009: Nhà máy Sản xuất Giấy Đức Dương đi vào vận hành; Ngày 05/11/2012: Công ty Cổ phần Giấy Hoàng Hà Hải Phòng được thành lập với vốn điều lệ ban đầu là 18 tỷ đồng để mua lại Nhà máy Sản xuất Giấy Đức Dương theo Giấy chứng nhận đăng ký doanh nghiệp số 0201282851 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Thành phố Hải Phòng; Ngày 12/01/2016: Tăng vốn điều lệ lên 27 tỷ đồng; Ngày 21/11/2017: Tăng vốn điều lệ lên 100 tỷ đồng; Ngày 16/05/2018: Trở thành công ty đại chúng theo Văn bản số 3105/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 01/08/2018: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 08/08/2018: Giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 27/08/2019: Tăng vốn điều lệ lên 180 tỷ đồng; Ngày 24/12/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh(HOSE); Ngày 03/03/2021: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh(HOSE); Ngày 22/07/2021: Tăng vốn điều lệ lên 200 tỷ đồng; Ngày 13/01/2022: Tăng vốn điều lệ lên 300.69 tỷ đồng; Ngày 14/01/2023: Tăng vốn điều lệ lên 320,23 tỷ đồng; Ngày 01/04/2023: Tăng vốn điều lệ lên 620,23 tỷ đồng; Ngày 06/07/2023: Đổi tên thành Công ty Cổ phần HHP Global; Ngày 07/02/2024: Tăng vốn điều lệ lên 660,54 tỷ đồng; Ngày 04/05/2024: Tăng vốn điều lệ lên 860,54 tỷ đồng; Ngày 21/05/2024: Tăng vốn điều lệ lên 865,54 tỷ đồng;   "
